source,review_description,rating,review_date,predicted_sentiment
Google Play,"I like it right now, it's fun and I love seeing the reactions. I also like how they're numbers on your Instagram account telling you what number you are when you joined the account. Overall a 10/10 thought obviously as time passes my opinion will change. EDIT: i still like this and people need to give it a chance, as it has been only 2 days since the app came out.",5,2023-07-07 00:18:35,Positive
Google Play,I have been waiting for this from Facebook for a long time. I like it. It is very simple. Relatively easy to use.,5,2023-07-06 17:29:47,Negative
App Store,That’s all,5,2023-07-06 17:27:06,Negative
Google Play,"please add polls/edit text, also improve the algorithm, i followed many people but i still get so many random threads that don't match my interest or anything from random people",4,2023-07-10 06:11:14,Neutral
Google Play,"Verry good app , but lounch new features like trading section",5,2023-07-07 01:38:33,Positive
App Store,Love it so far,5,2023-07-07 02:46:34,Positive
Google Play,I made a threads account but just abandoned it with a factor reset,1,2023-07-24 04:26:14,Negative
Google Play,If only you can save the picture from Thread it will be perfect!,3,2023-07-07 05:05:49,Negative
Google Play,"The timeline is chaotic. There should be a way for individuals to control/choose what they wanna see and who they wanna read. Also, there should be a way to turn off automatic media (video) play. Other than these, the app is going to be an amazing one.",3,2023-07-06 20:05:43,Negative
Google Play,"Why does this app need so many permissions? I permanently deleted Facebook from my phone because somebody told me that I was online, but i did not open the app that day. Why would this app need biometrics and reroute phone calls and reorder running apps and see your health fitness and what other apps you have and activities you're doing and all of that?? Never going to use a meta app again",1,2023-07-10 00:15:51,Negative
Google Play,Horrible app Never use this features... One person controlling the world media is dangerous,1,2023-07-08 10:37:24,Positive
Google Play,"plz add a change between accounts feature because when i try to log in and out of accounts, the app crashes and has to be uninstalled and reinstalled",4,2023-07-07 07:52:35,Negative
Google Play,I will happily download anything that could help Musk fail. 🤷🏼,5,2023-07-09 23:48:01,Negative
App Store,"It’s would be nice to see just some adjustments such as if you want to repost something , it could be called “rethreading” and also on your own profile shows how many threads you have on your account. Also would be nice to get a section on the app with hashtags to certain topics of interest for examples #cars #fashion  exc.",5,2023-07-08 03:14:02,Positive
Google Play,Omg this social media is so amazing and fast. I love this app because i can see information and news Media faster than other,5,2023-07-07 14:41:11,Positive
Google Play,It crashes all time,1,2023-07-08 07:44:28,Negative
Google Play,"Terrible app. Doesn't let you delete, and doesn't let you hide the badge on Instagram either. What a cheap trick.",1,2023-07-11 20:30:46,Negative
Google Play,Good for nothing,3,2023-07-06 05:54:55,Positive
Google Play,"it was good at first but as long as you use it often, it suspends both your Instagram and threads account",1,2023-07-12 05:39:59,Negative
Google Play,Nice app like Instagram👌🏻👌🏻...This app will be become a nice social app.,5,2023-07-06 06:45:55,Positive
Google Play,"Ok so be aware that if you want to delete your threads profile anytime, u will have to delete your Instagram account. You can only deactivate it or delete your Instagram account if you want to leave threads.",1,2023-07-08 03:09:11,Negative
Google Play,Very useful and convenient app in the world,4,2023-07-06 10:09:33,Positive
App Store,"Hi! When i try to log in to my account; it doesn’t open and tell me i’m Community banned and it is limited so i should try it later. How can i open this when it’s trended right now ?! It’s Horrible interpretation of Twitter made by Mark, honestly i can’t stand it when it doesn’t open. I don’t recommend this 👎🏻",1,2023-07-06 10:32:15,Negative
Google Play,far far better than Twitter,5,2023-07-07 15:12:13,Positive
App Store,"Hello, 

I love Thread and as someone who waited a long Time for a new platform so I can build my brand, I’m really excited about Thread.  The only thing the Developers need to work on is to bring back the  Badge. I unknowingly remove my Bring from my Instagram page now I can’t bring it back and I really need it because I’m ready to build a new space for myself. 
Aside that I think it’s going to be a really great platform.",3,2023-07-09 20:56:44,Positive
Google Play,The program does not want to be downloaded 😭,1,2023-07-10 12:19:31,Neutral
Google Play,Very cool. Make it easier to see accounts that don't follow back.,4,2023-07-08 10:55:47,Positive
Google Play,Why won't the developers allows us to send gif images like they do for iPhone users?,3,2023-07-08 12:22:56,Neutral
Google Play,"Without a proper search function I don't see why this would even claim to contend with Twitter. It took me 10 minutes to lose interest. Might be useful for following friends and idols, but then why another app. Meta has a bunch of them.",2,2023-07-08 19:15:44,Negative
Google Play,Similar to Twitter,4,2023-07-06 08:14:31,Positive
Google Play,It is meaningless app,1,2023-07-10 09:24:42,Negative
Google Play,Not a good app,1,2023-07-11 07:19:25,Positive
Google Play,Please support me 🥺,5,2023-07-09 07:48:27,Negative
App Store,"So far, so good! There’s tons of engagement, and everyone is excited. Glad to see so much fresh content, in a space that will undoubtedly pass its competitors in a short amount of time.",5,2023-07-06 16:32:10,Positive
Google Play,Nice app......,1,2023-07-07 10:34:37,Positive
Google Play,Very nice to see.,5,2023-07-07 03:08:38,Positive
Google Play,We need the dark mode,5,2023-07-08 07:51:57,Positive
Google Play,"Awesome interface, SMOOTH& SIMPLE",5,2023-07-06 08:24:51,Positive
Google Play,@honey_ferozpuria,5,2023-07-06 07:29:00,Negative
Google Play,"excellent app,i hope this doesnt like twitter",5,2023-07-06 04:36:04,Positive
Google Play,Bere nayes appo,5,2023-07-07 10:21:53,Negative
App Store,"99% of my feed is from people I’m not following. They force a lot of big celebrities and companies on us which I’m not a fan of.  There’s no news / trending section which they’ve already explained that they do not intend to add due to the nature of politics and news. They want to keep a positive vibe and they feel that those topics are too heated. Sure this makes it a more pleasant place but I do not believe people should be sheltered from the harsh realities of our world just to avoid arguments. 

There needs to be a dark mode. I have photosensitivity and looking and a bright white screen hurts my eyes. 

I was hopeful that this would replace Twitter because Elon Musk is horrible. Unfortunately the hollow Instagram illusion is what they’re set on maintaining and I do not feel it is right for this type of social media.",2,2023-07-08 03:12:46,Negative
Google Play,Wanna be the 1st few to give 1 rating 🤝💪,1,2023-07-06 07:26:04,Negative
App Store,Look at that INSANE amount of personal data they collect on you. You’d be nuts to use this at all. Use Nostr.,1,2023-07-06 17:52:21,Negative
Google Play,"I like the app, but please please don't add the messaging feature the link to IG is enough 🙂",4,2023-07-07 07:25:09,Positive
Google Play,A cheap copy of Twitter that censors a lot,1,2023-07-06 09:13:31,Negative
Google Play,New lunch threads app Instagram brother sem,5,2023-07-06 10:46:50,Negative
Google Play,"Idk why I rate this 5 ,.... Even I don't use this app but they were just showing rate the rate it's was annoying so rate them ..",5,2023-07-06 15:19:28,Negative
Google Play,How can we can login in thread apk bye fb account .,1,2023-07-08 10:28:16,Negative
Google Play,"Title: A Game-Changer for Social Engagement - Instagram Thread App Review Rating: ⭐️⭐️⭐️⭐️⭐️ (5/5) Review: Instagram Thread has undoubtedly transformed the way we connect and engage with others on social media. As an avid Instagram user, I am thrilled to share my experience with this remarkable new app. Instagram Thread takes the concept of storytelling to a whole new level, allowing users to dive deeper into conversations and share their thoughts in a more meaningful and organized way.",1,2023-07-18 20:28:45,Positive
App Store,"I can’t imagine this app is very popular, if they don’t have a focused tab on the threads to only show threads from people you follow. I don’t need random threads from people I don’t care about on my feed.",1,2023-07-07 01:03:21,Negative
Google Play,You should add more features like othe apps And your app is nice for writing quotes 😊,3,2023-07-24 08:39:43,Positive
Google Play,"They censorship is topnotch, I want to feel free and express myself so I will stick with twitter💯💯",1,2023-07-06 22:47:04,Negative
Google Play,At first I am not familiar with this. But when I installed it and started using I get more followers and like in my post and reels. It's really interesting. Thanks Instagram 🙂,5,2023-07-06 14:09:14,Negative
Google Play,Not a good app. Twitter is better as it gives news first.,1,2023-07-07 15:27:39,Positive
Google Play,Awesome Easy to use Love this app,5,2023-07-07 17:16:37,Positive
Google Play,"Following features is useless! I still saw something that I dont wanna see. Should I block every random post? Feels like spam to me. Your algoritm sucks kinda IG and FB. Adopt by twitter, add features between following and recomendation! So You can add ADS on recomendation features!",3,2023-07-10 22:29:45,Neutral
Google Play,Instagram Threads 👍👌🧡🤍💚 😎A.M.K...,2,2023-07-06 17:00:59,Negative
Google Play,Grow with technology Do Positive Chnages .,5,2023-07-06 19:41:44,Negative
App Store,You copy it from twitter and one app left,3,2023-07-09 01:52:37,Negative
Google Play,"Please I can't go dark mode in the app even though I use dark mode on Instagram, hope you fix this.(android user) Also put pinned post and photo section to desiminate things",2,2023-07-07 14:58:30,Neutral
Google Play,Easy to use,5,2023-07-07 01:50:57,Positive
Google Play,Need some improvements and specially Dark Mode,4,2023-07-07 05:38:19,Positive
Google Play,"Guys, this app keeps glitching, META fix this ASAP, cuz the app has great potential and an amazing UI, so please work on it.",1,2023-07-07 00:12:55,Positive
Google Play,Elon sends his regards,1,2023-07-07 19:05:18,Positive
Google Play,I love it ❤️,5,2023-07-07 06:02:46,Positive
Google Play,It’s copy for twitter,1,2023-07-07 13:34:33,Negative
Google Play,Syber War with Mark Zuckerberg and Elon Musk 😂 Twitter v/s Threads 🤣 Let's see who won the game 😂😂 জয় বাংলা!,1,2023-07-06 04:39:42,Positive
Google Play,Very nice app,5,2023-07-07 09:26:52,Positive
Google Play,Good Performance For this app,5,2023-07-06 10:56:31,Positive
Google Play,Can't even got the code,1,2023-07-15 05:08:15,Negative
Google Play,"I'm not a Twitter fan, but this one is Not even close to twitter 😒😶",1,2023-07-13 15:28:25,Positive
Google Play,"I totally hate this app, this app censor every single thing you say. Hello I am so going back to Twitter I have a voice and Zuckerberg you can keep your censored app. Read all the t's & c's people. WAKE THE HELL UP PEOPLE!!",1,2023-07-13 20:47:32,Negative
Google Play,"I love this thread app, Instagram♥️♥️",3,2023-07-08 13:28:57,Positive
Google Play,This app buffering,1,2023-07-08 07:34:22,Negative
Google Play,I don't know about this app but hope so its good like twitter or insta,5,2023-07-06 16:17:30,Positive
Google Play,Its a very cheap app dark mode are not supported 😒,1,2023-07-12 07:58:42,Neutral
Google Play,Nothing new,1,2023-07-12 15:10:42,Positive
Google Play,Twitter is the best,1,2023-07-08 04:26:09,Positive
App Store,"Not a fan right now. It’s basically instagrams version of Twitter, but you see everyone’s “tweets” and not the ones you want to see. I wish you could just have a “Following” option where you only see the tweets from the people you follow. I don't want to see all the “blue checkmark” tweets that mean nothing to me.",2,2023-07-08 15:17:03,Negative
Google Play,Keeps on crashing whenever I attached photo.,3,2023-07-06 13:07:29,Negative
Google Play,"Just new face behind other! 1 . Its just a new look behind insta . 2. All apps r attached to each other, fb and insta . 3. Probaby security and reporting system would be same and i am already blocked on fb and getting threats to lose my insta . So it will also be more like threats than threads. 4 . U cannot log in through google. And it cause u to make a new profile, after making it, it says passwore incorrect or user not found. 5. Alot more needs to develop. I cannot restore my fb accoun.",2,2023-07-18 09:50:48,Negative
App Store,Why does the thread app keeps suspending my account.,1,2023-07-15 12:07:23,Negative
Google Play,This app > Twitter,5,2023-07-06 22:30:11,Positive
Google Play,I just downloaded this to say I'm not using this. People need to realize Zuckerberg's companies have violated many ethical standards.,1,2023-07-11 19:41:16,Negative
Google Play,It's cool 😎,5,2023-07-06 18:12:33,Positive
Google Play,This is illegal. This is identity theft! Don't download! (TREMENDOUS SCAMS),1,2023-07-06 18:00:59,Negative
Google Play,"Good app better than paid Twitter, should be recommended for all Instagram users since it has same UI as of insta 5/5 app ui 4/5 search system 4/5 recommendation 5/5 user experience",5,2023-07-06 17:22:56,Positive
App Store,I am connecting with friends more! Now if only there was a GIF button 👀,5,2023-07-06 02:48:35,Positive
Google Play,It's way better than twitter cause it's easy to go when you're in IG,5,2023-07-08 02:29:08,Positive
Google Play,Searching betterhalf on threads 😂😂😆,5,2023-07-06 08:51:17,Positive
Google Play,Just useless Twitter is far more interesting,1,2023-07-07 12:16:34,Negative
Google Play,My threads was so hanging,2,2023-07-10 06:25:55,Positive
Google Play,Boring,1,2023-07-10 15:06:58,Negative
Google Play,Most awesome app.love the user interface,5,2023-07-06 14:18:07,Positive
Google Play,Good Experience,5,2023-07-07 17:27:03,Positive
Google Play,Beast app,5,2023-07-12 11:31:23,Negative
Google Play,For copying Twitter!!,1,2023-07-11 14:19:19,Positive
Google Play,Looks similar to Twitter but has some great experience than Twitter in some views,5,2023-07-06 14:27:15,Positive
Google Play,Very good app for writing our memes and quotes ✌️💙,5,2023-07-07 07:50:46,Positive
Google Play,Nice app with excellent UI 💖,5,2023-07-06 13:35:13,Positive
Google Play,Nic threads,5,2023-07-14 18:44:54,Positive
Google Play,"Meta is still Facebook, threads will forever be unhealthy, and leave you seeking negative attention. Fk the zuck.",1,2023-07-14 13:47:58,Negative
Google Play,Really like this app,4,2023-07-07 13:44:18,Positive
Google Play,this is better than twitter✅️✅️✅️,5,2023-07-06 05:56:38,Positive
Google Play,Ctrl+c+v Twitter,4,2023-07-06 15:37:38,Negative
Google Play,Looking forward for more updates and features for this new app!,5,2023-07-06 15:11:27,Positive
Google Play,I love this 💓💓,4,2023-07-07 05:07:53,Positive
Google Play,The app crashes when I try to open from this morning.,1,2023-07-08 09:25:45,Neutral
Google Play,Nothing compared to Twitter,1,2023-07-23 16:40:52,Positive
Google Play,Can't delete my account from this garbage,1,2023-07-10 14:20:46,Negative
Google Play,im gonna try this,5,2023-07-06 07:48:11,Positive
Google Play,"Why when I use it , it's glitching . I did screenshot it. Does my device not compatible. It can't be, cause I'm able too download & play games like genshin impact, etc .",2,2023-07-10 06:03:38,Negative
Google Play,"Overrated,no new features and missing old ones twitter has,not safe",1,2023-07-11 10:12:22,Negative
Google Play,There are many things missing in this app: 1. Trends 2. Search for tweets 3. Direct massage 4. Save option for photos,1,2023-07-07 12:22:04,Neutral
App Store,I love the app and I hope it will continue being awesome,5,2023-07-06 03:56:01,Positive
Google Play,Not letting me post any pictures and the app keeps crashing :(,1,2023-07-06 13:32:32,Negative
App Store,"This app is THE WORST!!!!!!! Like seriously my gosh. I can't do anything in the app etohout it kicking me out and sending me to the home screen. I can see people’s threads, butbitbkicks me out anytime k try to comment, like, or make a thread. (no, it’s not my phone bc I've reatated it multiple times and installed the latest updates. I even deleted the app and reinstalled it) All my friends have it so I would like to use it but freaking META is making impossible. Do not download this unless you want to be flipping annoyed. All I can say is glitch glitch glitch!!!",1,2023-07-09 05:57:37,Negative
Google Play,This is amazing 👏 🙌 😍,5,2023-07-06 06:54:18,Positive
Google Play,Worse App I mean why doesn't work in low device it crashes,1,2023-07-08 05:40:04,Negative
Google Play,"After some future updates & improvements, I guess I we say that this will be a true Twitter killer just so we can let Vine get revived by Meta instead!",5,2023-07-05 23:59:20,Positive
Google Play,It's a good app,4,2023-07-08 05:35:54,Positive
Google Play,M just write nice,5,2023-07-07 13:14:07,Positive
Google Play,What's the additional value of this platform? Nothing,1,2023-07-07 23:52:25,Positive
Google Play,Good app,5,2023-07-12 01:10:39,Positive
Google Play,Real id se aao Twitter 🥲,1,2023-07-08 15:04:40,Positive
App Store,I love this app!,5,2023-07-09 21:12:34,Positive
Google Play,The greatest ever and more than that bird icon with blue colour 🤟😎🤣,5,2023-07-09 19:24:27,Negative
Google Play,The app got many bugs Its crushing,1,2023-07-14 21:35:56,Negative
Google Play,The best app,5,2023-07-07 14:46:12,Positive
Google Play,This app is so amazing😍,4,2023-07-06 02:45:14,Positive
Google Play,Cheap copy of Twitter,1,2023-07-07 09:13:41,Negative
Google Play,Good interface 👍,5,2023-07-07 11:49:56,Positive
Google Play,I tried to delete this app and it turned my friends and family against me.,1,2023-07-19 16:40:28,Negative
Google Play,Good one,4,2023-07-06 06:32:01,Positive
Google Play,Please give some million followers,5,2023-07-14 23:50:06,Negative
Google Play,I congratulate Meta team and Mr. Jukrburg hopefully Meta team will win with Musk and team. My best wishes and God help them. Threds is really nice one and now i don't need Twitter anymore in my device.,5,2023-07-07 14:08:53,Positive
Google Play,"Everything is cool but if there was an option for massaging, it would have been fun",5,2023-07-06 17:00:52,Positive
Google Play,"So, you can't delete you account w/o also deleting your Instagram account and on top of that your feed is full of people that have nothing to do w your interest. Got it.",1,2023-07-06 13:58:29,Negative
Google Play,Copycat,1,2023-07-15 17:35:02,Negative
Google Play,ITS KEEP CRASHING WHEN I TRIES TO UPLOAD PICTURES,1,2023-07-08 18:16:57,Negative
Google Play,Y'all need an update asap,3,2023-07-09 18:25:05,Positive
Google Play,It's good app But it should have some features like when i post any thread it have option like 1. Post to public 2. Post to public + friends 3 post private. Then definitely thread app will overcome Twitter 👍🏻,5,2023-07-22 19:06:42,Neutral
Google Play,Very good to use,5,2023-07-06 23:04:48,Positive
Google Play,Copy,1,2023-07-13 23:26:44,Negative
App Store,Mark my words this is the next twitter.,5,2023-07-06 16:03:01,Positive
Google Play,Not much useful,1,2023-07-07 09:38:31,Positive
Google Play,The best social media platform right now,5,2023-07-06 21:08:33,Positive
Google Play,"Just a cheap copy of Twitter, not good at all",1,2023-07-07 18:05:42,Negative
Google Play,I am first one in my group who knows about this app and use it.,5,2023-07-07 17:16:22,Positive
Google Play,Just a clown app. Had issues with privacy. Duck of threads.,1,2023-07-07 05:04:14,Negative
Google Play,Mandating an Instagram account to use. You'd never be able to complete with twitter by locking the platform down!,1,2023-07-08 20:04:12,Negative
Google Play,The app looks fantastic,5,2023-07-06 13:54:39,Positive
Google Play,Elon will flop after he took over Twitter,5,2023-07-07 07:46:38,Positive
Google Play,Too much data Collection.,1,2023-07-06 05:39:39,Negative
Google Play,Elon crying in corner 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,5,2023-07-07 16:52:28,Negative
Google Play,Useless. Can't use without Instagram,1,2023-07-14 10:53:22,Negative
Google Play,It's really fun and awesome,5,2023-07-06 18:16:49,Positive
Google Play,Rip Twitter 🥲🥲,5,2023-07-06 13:07:10,Negative
App Store,Thanks for these application .,5,2023-07-06 22:26:29,Negative
Google Play,Like Twitter but with less racism/homophobia/transphobia,5,2023-07-09 01:18:08,Positive
Google Play,LOVEEE ITTT!!!! Absolutely gorgeous!! 10/10 would DEFINITELY recommend!!! Bless you instagram!!!!,5,2023-07-06 20:56:19,Negative
Google Play,Threads lite available?,3,2023-07-08 13:47:16,Negative
Google Play,It's basically twitter,1,2023-07-06 15:50:50,Positive
Google Play,"Tamil language option is not available in the app. India is not only about Hindi, we have 22 recognised languages.",3,2023-07-06 09:47:11,Negative
Google Play,Cheap copy,1,2023-07-14 08:51:11,Negative
Google Play,"Wait... There is only one way in... No sign up, no signin with phone number or... Just login with Instagram😞. Now you've to create Instagram account that is data consuming.. I'm sure this app will consume data as well",3,2023-07-07 08:20:21,Negative
Google Play,Buggy. Crashes when trying to read big conversation threads. Oh the irony. Said cache was full. Emptied it. Still reset,3,2023-07-07 13:55:51,Negative
Google Play,"Mark is my role model,anything from him,i always love it.",5,2023-07-07 13:04:38,Positive
Google Play,"Can't even message people on the app, rather twitter",1,2023-07-06 13:50:33,Positive
App Store,"Pretty much title.  Reverse-crono feed, searching for topics, re-Thread counts.. some bugs with turning video sound on/off.  

Other than that? Solid app, good community.",4,2023-07-21 15:04:56,Neutral
Google Play,"Buggy on redmi 8, the display is overlapping when i change the tab, same case when i scroll it.",1,2023-07-07 22:47:06,Negative
Google Play,It is a new start but i have doubt whether it would succeed or may be I am wrong . But still the question remains that Twitter has Elon Musk what does Threads have. Musk is a giant mangnet but Zuckerberg is not.,4,2023-07-06 10:04:01,Positive
Google Play,We are the early users of Threads app. I want our next generation to see this review and know that we were the early users of these threads apps but after I joined these threads apps I will add many memories with these apps which I will miss a lot in future.❣️🥰🧡,5,2023-07-06 17:21:12,Positive
Google Play,Good app,5,2023-07-07 10:38:42,Positive
Google Play,Nice initiative 👍🏻😌,5,2023-07-06 18:58:25,Neutral
App Store,"As other short-form thread based platforms sink like the titanic, Threads rises from their ashes. There is as of yet no paywall, no verification to boost yourself to the top, no post-viewing limit, and most importantly the platform has a zero tolerance policy for hate speech. The community is cool as a cucumber, the front page isn't flooded with hate and anger like it is on other sites. TL;DR: its well worth switching over.",5,2023-07-06 18:20:45,Negative
Google Play,Best app so far that I've used. I recommend you to join threads,5,2023-07-07 09:29:48,Positive
Google Play,I'm satisfy with this app I mean it's a new app but I feel like I use this app from so long thank you meta.,5,2023-07-07 04:54:28,Positive
Google Play,"nice. but i have a suggestion for you to fix the damn thing where when we delete our reply but under the post it still counted the reply (even when u tryna see it there's none) yes, that. pls remove it, thanks. for a better experience",4,2023-07-10 18:43:01,Positive
Google Play,Very bad,1,2023-07-07 06:39:14,Negative
Google Play,Sam Williams Also Loves this 😅,5,2023-07-07 05:58:43,Negative
Google Play,Bekar he nothing to new,1,2023-07-24 07:37:40,Positive
Google Play,"Working like a bug , just after logged in the screen starts flickering",1,2023-07-14 17:16:33,Negative
Google Play,Twitter is far better than threads. Zuck is cuck . Zuck made copy of Twitter just removing photos from insta.,1,2023-07-19 02:41:02,Neutral
Google Play,Love this app NGL,5,2023-07-06 04:43:14,Positive
Google Play,Better Than Twitter,4,2023-07-09 01:57:47,Positive
Google Play,Too many red flags,1,2023-07-19 13:03:10,Negative
Google Play,"The app is not too stable,please fix META. Its Scattering text and pictures on my Andriod Device. Updated today 17th July 23. The problem is fixed. Thanks META. Please spice the app up lets beat twit.",3,2023-07-17 16:59:55,Negative
Google Play,Very poor UI 😭,1,2023-07-06 08:06:55,Negative
Google Play,It's good but unfortunately not better. Waiting for better update before jump right in,3,2023-07-16 03:48:11,Positive
App Store,It’s much better than T…er (🕊️),5,2023-07-08 21:57:04,Positive
Google Play,New thing great 👍🏻,5,2023-07-06 15:18:24,Positive
Google Play,Very glitchy UI,4,2023-07-07 11:55:57,Negative
Google Play,Better than Twitter the UI is so comfortable and good looking as it can share the same posts to Instagram and the story templates are so good looking ❤️,5,2023-07-06 12:34:12,Positive
Google Play,Very good app,5,2023-07-11 08:50:05,Positive
Google Play,Nyc app,5,2023-07-09 11:57:19,Negative
Google Play,"It was enjoyable up until the point where I signed out of my account to create a dump account with my dump account on Instagram and immediately saw the error notice. I waited as instructed, which was a few minutes. Few minutes has passed and still got the error sign. I deleted it and tried again, but the same thing happened. Currently, I'm VERY CONFUSED.",2,2023-07-06 14:31:36,Negative
Google Play,"Excellent app my first experience on that,so it is exceptional it great then twitter",5,2023-07-09 19:08:58,Positive
Google Play,Top notch,5,2023-07-06 16:43:57,Negative
Google Play,It doesn't work well in my phone,1,2023-07-07 07:12:49,Negative
Google Play,Keeps crashing when commenting,2,2023-07-12 13:41:55,Negative
Google Play,Best app bss haam b viral ho jyee,5,2023-07-07 00:06:27,Positive
Google Play,GOOD BUT THERE ARE SOME TYPE OF ERROS LIKE U CAN'T REPLY TO SOMEONE POST,4,2023-07-06 13:32:15,Positive
Google Play,Hi guys ❣️ My name is Aashish r star It's very good app 😊,5,2023-07-06 01:00:40,Positive
Google Play,"Had downloaded it to give a try,but it requires Instragram account,so I uninstalled the app instantly,I am not interested in Instagram at all",1,2023-07-08 09:31:35,Negative
Google Play,It's just poorest of poorest public failure ever,1,2023-07-25 08:42:30,Negative
Google Play,It was a great opportunity to be one of the five to write a review on this app i was an incredible app full of fun. Ohhh i love you mark,5,2023-07-07 18:02:49,Positive
Google Play,Crashes sometimes but overall better than twitter,4,2023-07-07 12:31:04,Neutral
Google Play,It keeps glitching for me,1,2023-07-05 23:32:30,Negative
Google Play,Great at the startup...and still doing greater,5,2023-07-08 12:54:44,Positive
Google Play,Very very good social app,5,2023-07-12 13:47:53,Positive
Google Play,can you add a double checker when you unfollow someone because i accidentally did and its annoying,4,2023-07-19 07:25:30,Positive
Google Play,"Just now I installed, it's pretty looks",4,2023-07-07 03:48:00,Negative
Google Play,App is severly limited in functionality. 8 day's in and I can't follow anyone back. How am I supposed to grow my account?,1,2023-07-24 19:37:55,Negative
Google Play,"It's nothing new, it looks like Twitter Lite",1,2023-07-21 13:45:00,Positive
Google Play,News feed is flickering non stop. Can't scroll anything. Please fix this issue as soon as possible.,5,2023-07-06 15:18:58,Negative
Google Play,Not owned by EM,5,2023-07-08 04:01:22,Positive
Google Play,Excellent thanks,5,2023-07-20 09:49:55,Positive
Google Play,"Good concept, will update rating once I can scroll.",3,2023-07-08 04:24:39,Positive
Google Play,"Great so far, am trying to figure out how it works. how can I change my background to dark mode?",5,2023-07-06 09:27:09,Neutral
Google Play,I don't know why this application doesn't delete my profile. I don't want my profile on this thread. If I delete my account then why does the Instagram account get deleted too.,2,2023-07-12 16:52:45,Negative
Google Play,Its a good alternative to twitter,5,2023-07-06 11:37:36,Positive
Google Play,Nice app. The Sasta version of Twitter 😂,3,2023-07-06 12:51:32,Negative
Google Play,"This is a garbage like insta, face and more... 😆",1,2023-07-07 21:21:31,Negative
Google Play,Intial release is fine. It's has to improve in editing option to everyone like an insta post.,4,2023-07-10 19:53:12,Neutral
App Store,"It’s being criticized by many people that “it’s a copy of Twitter!I disagree…It’s much better why?
It’s ad free,simple,easy to use and connected wit instagram…Most importantly I don’t have to see Elon Musk’s egoistic tweets 🤣",5,2023-07-08 23:25:27,Positive
Google Play,The restriction on following people should be uplifted. We unlimited access across the app.,3,2023-07-07 06:00:17,Negative
App Store,The new twitter,5,2023-07-07 20:29:33,Positive
Google Play,I'm not interested in opening an Instagram account just to try out Threads. So it's an immediate uninstall for me...,1,2023-07-10 21:34:51,Negative
Google Play,What difference does it makes than facebook feed? Feel nausiatic even by just looking at the feed page.,1,2023-07-06 07:23:47,Negative
App Store,"Lovely app. Unfortunately, it crashes when I click the “post” icon on the bottom navigation to make a post. Also crashes when I tried to post a reply by tapping the text input.",3,2023-07-06 13:39:27,Negative
App Store,The app is exciting and new. The process to transfer over from instagram into threads is seamless and easy. Would love to have a tab that lets you see posts from only people you’re following. My thread is full of posts from people I don’t follow and have no interest in following. Very excited to see what updates this app brings in the future.,3,2023-07-06 16:23:55,Negative
Google Play,There is no need to link it with Instagram,2,2023-07-06 18:12:07,Positive
Google Play,Can't remember the last time I got an app at launch and it was flawless. Bravo.,5,2023-07-06 12:05:17,Negative
App Store,"I hate everything in my feed. It’s the worst, and after a week of using Threads and diligently muting everything I don’t like and liking everything I do, I am not closer to seeing posts that are relevant. 

Deleting. Bye Threads.",1,2023-07-13 15:25:42,Negative
Google Play,Not too bad afterall.,3,2023-07-11 10:45:50,Negative
Google Play,Hope there's an easier option to switch account like in Instagram. Crashes every time I do it.,2,2023-07-07 12:21:06,Neutral
Google Play,Very very good aap batter then twtr Threads is very helpful app,5,2023-07-07 02:43:42,Positive
Google Play,"1)When I like something, nothing happens, tye command isn't taken (2)Not smooth at all (3)The colours are dead, make it more interesting and wholesome (4)When I try to Reload a page by swiping down, the symbol keeps on doing the reloading animations over and over again, but the page doesn't change (5) Having trouble using more than one account, like insta. If the option is not there to use multiple accounts, this app is dead",1,2023-07-11 19:41:51,Negative
Google Play,"I think it's very good for us bts army because we can share or know about bts information,chats, voting's notice etc.... And it's very good for knowing every small details about bts or any other k-pop group... 🙂",5,2023-07-06 11:49:57,Positive
Google Play,"It sucks. It stopped allowing me to post anything with ""post failed"" since few days and ""something went wrong"", i updated the app and nothing. Other than that it really is just boring af",1,2023-07-15 20:58:50,Negative
App Store,The app is well deigned and it really gives an instagram experience with a dash of twitter but it a more positive connection and a easy log in selection that twitters long log in process.,5,2023-07-05 23:56:57,Negative
Google Play,Don't download it.,1,2023-07-11 02:35:55,Negative
Google Play,Why use this parody of Twitter and get banned for not being able to talk about freedom of speech. Ghey.,1,2023-07-24 15:07:46,Negative
Google Play,I don't know what he'll is that,1,2023-07-08 11:48:52,Negative
Google Play,"I know y'all can fix this, but it's not letting me upload right now. Whenever I tap the attach button, my app crashes. Please fix to update my score.",2,2023-07-06 14:57:40,Negative
Google Play,Cool app,5,2023-07-06 08:19:48,Positive
Google Play,Lack of DMs is noticeable,3,2023-07-07 06:31:05,Positive
Google Play,Given Some function,3,2023-07-06 16:29:52,Neutral
Google Play,The app is really awesome.,5,2023-07-18 04:13:12,Positive
Google Play,Apparently this app doesn't refresh by itself and keeps showing old posts. Even if I refresh it's incredibly slow to do so.,1,2023-07-08 12:07:40,Negative
Google Play,SOOO MUCH BETTER THAN TWITTER. Thanks for making this app. I already transfered all my Twitter contacts over and everything is working smoothly!,5,2023-07-06 22:41:15,Negative
