recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free,review_cleaned,review_normalized
206478170,76561198151860949,0,84,1701,0,en,No i didn't finish it but i mean its more resident evil then silent hill. Sure James is being lured in the town and then combat is alright nothing more nothing less the puzzles are alright too. B+,1760212173,1760212173,True,1,0,0.5194805264472961,False,False,didnt finish mean resident evil silent hill sure james lured town combat alright nothing nothing less puzzle alright b,didnt finish mean resident evil silent hill sure james lured town combat alright nothing nothing less puzzle alright b
205763755,76561197999929263,983,68,2244,0,en,"While the game itself is great the technical base is FUBAR.  Traversal stutter every 5 steps you take, constant crashes and bad performance.  Sadly Blooper abandoned this game :(  Buy it heavily discounted",1759491249,1759491322,False,6,0,0.5185351967811584,False,False,game great technical base fubar traversal stutter every step take constant crash bad performance sadly blooper abandoned game buy heavily discounted,game great technical base fubar traversal stutter every step take constant crash bad performance sadly blooper abandoned game buy heavily discounted
206109612,76561198122518670,356,33,1162,0,en,"Never ever have i played a better game in the horror genre than Silent Hill 2 (Remake). The psychological displeasure of this game is underlined with an atmosphere like no other. There are very few jumpscares, but the ones that actually are in the game are phenomenal. Because of this circumstance you always have to stay sharp and concentrated. But the true fact that makes this game so interesting is its unmatched ambient. Fog, noises, the people you meet, the town itself. You always ask yourself - ""whats even happening here?"" until the plot gets revealed and you do your own research afterwards, which is absolutely mindblowing once you realize the true nature of all the protagonists.  The little details are unmatched for this genre. Facial expressions, dialogue hints, metaphors - you name it. After finishing the game I was still very invested and to this day still I occasionally read lore or watch videos about the true meaning of many scenes, enemies, the main characters etc. even tho I finished the game nearly a year ago.  Combat is intense and very fair. It can feel slow at certain times, but thats exactly why fighting is so pleasurable. The enemies are terrifying, boss battles are insanely well done with great variety of attack-patterns. Puzzles are extremely smart designed. Pacing is phenomenal. The story is one of the best written stories not only in the gaming-world, but in fiction/theater/movies in general and i truly mean it.  I will 100% replay this and get a physical copy for my PS5 too.  This is in my Top 5 Games of all time, if not even higher.  Must play.  10/10",1759837378,1759837378,True,2,0,0.5172414183616638,False,True,never ever played better game horror genre silent hill remake psychological displeasure game underlined atmosphere like jumpscares one actually game phenomenal circumstance always stay sharp concentrated true fact make game interesting unmatched ambient fog noise people meet town always ask whats even happening plot get revealed research afterwards absolutely mindblowing realize true nature protagonist little detail unmatched genre facial expression dialogue hint metaphor name finishing game still invested day still occasionally read lore watch video true meaning many scene enemy main character etc even tho finished game nearly year ago combat intense fair feel slow certain time thats exactly fighting pleasurable enemy terrifying bos battle insanely well done great variety attackpatterns puzzle extremely smart designed pacing phenomenal story one best written story gamingworld fictiontheatermovies general truly mean replay get physical copy p top game time even higher must play,never ever played better game horror genre silent hill remake psychological displeasure game underlined atmosphere like jumpscares one actually game phenomenal circumstance always stay sharp concentrated true fact make game interesting unmatched ambient fog noise people meet town always ask whats even happening plot get revealed research afterwards absolutely mindblowing realize true nature protagonist little detail unmatched genre facial expression dialogue hint metaphor name finishing game still invested day still occasionally read lore watch video true meaning many scene enemy main character etc even tho finished game nearly year ago combat intense fair feel slow certain time thats exactly fighting pleasurable enemy terrifying bos battle insanely well done great variety attackpatterns puzzle extremely smart designed pacing phenomenal story one best written story gamingworld fictiontheatermovies general truly mean replay get physical copy p top game time even higher must play
205863205,76561198291827233,166,6,1065,0,en,"If Resident Evil is about surviving horror, Silent Hill 2 is about living with it. A masterpiece that reminds you the scariest place is your own mind. And meeting Pyramid Head on the roof feels like running into two old best friends :D",1759589589,1759589589,True,1,0,0.5172414183616638,False,False,resident evil surviving horror silent hill living masterpiece reminds scariest place mind meeting pyramid head roof feel like running two old best friend,resident evil surviving horror silent hill living masterpiece reminds scariest place mind meeting pyramid head roof feel like running two old best friend
206208745,76561198086613507,233,89,37,0,en,"Review after about an hour's worth of playtime, so do take with a grain of salt, folks! You SH stans are one emotional bunch, I know that much. Now, I don't know whether this is the original's fault, or if it's just the remake that's like this, but the setup of the story here is, suffice to say, formulaic enough to be the stuff of litzine anecdotes at its very best, and basically hide-under-your-chair cringeworthy at its worst, while the dialogue is worthy of the same kind of praise; rejoice, however, because the mediocrity doesn't end there! 30 FPS-capped cutscenes in 2024 in a big-money game like this? For heaven's sake, my man. Clearly, the developers of this version had an inkling they were putting out a cash cow for diehard fanboys with a nine-year-old's conception of what makes good cinematic horror - or good writing in general, but that's almost beside the point - to drool over because it's ""AAA!"" and ""a classic!"". What I [i]will[/i] concede is that I would've enjoyed it at least somewhat despite the sh♫♫tiness if turning [i]every single graphics setting to the potato-est value possible[/i] actually made it playable on a low-end RTX card (+ a CPU way more powerful than the minimum required model)... Sadly, it doesn't. Bah humbug, etc.",1759947685,1759948622,False,10,7,0.5163798928260803,True,False,review hour worth playtime take grain salt folk sh stans one emotional bunch know much dont know whether original fault remake thats like setup story suffice say formulaic enough stuff litzine anecdote best basically hideunderyourchair cringeworthy worst dialogue worthy kind praise rejoice however mediocrity doesnt end fpscapped cutscenes bigmoney game like heaven sake man clearly developer version inkling putting cash cow diehard fanboys nineyearolds conception make good cinematic horror good writing general thats almost beside point drool aaa classic iwilli concede wouldve enjoyed least somewhat despite shtiness turning ievery single graphic setting potatoest value possiblei actually made playable lowend rtx card cpu way powerful minimum required model sadly doesnt bah humbug etc,review hour worth playtime take grain salt folk sh stans one emotional bunch know much do not know whether original fault remake thats like setup story suffice say formulaic enough stuff litzine anecdote best basically hideunderyourchair cringeworthy worst dialogue worthy kind praise rejoice however mediocrity doesnt end fpscapped cutscenes bigmoney game like heaven sake man clearly developer version inkling putting cash cow diehard fanboys nineyearolds conception make good cinematic horror good writing general thats almost beside point drool aaa classic iwilli concede wouldve enjoyed least somewhat despite shtiness turning ievery single graphic setting potatoest value possiblei actually made playable lowend rtx card cpu way powerful minimum required model sadly doesnt bah humbug etc
207735456,76561199077955057,183,41,1719,1719,en,"I will say an unpopular opinion, but [u]I think this remake is a bit overrated.[/u] And it should be noted that [i]I did not play the original from 2001, so I am only talking about the remake[/i]. The atmosphere of horror and general fear are conveyed very well, the graphics are not bad, the locations are detailed, an outstanding job has been done. All the bosses in the game are interesting and unique. [b]But what a terrible optimization in the game,[/b] FPS drops and constant lags are a normal thing for the game. The gameplay itself is strange, walking and running are as wooden as possible, shooting is very average, melee attacks are limited to a few different blows. The puzzles are mostly interesting, but at some points there were too many of them for one location, for example in Brookhaven Hospital, which often made the game very annoying. I did not like any of the characters, some strange people without much charm. [b]I respect the developers for the really great work they did[/b] on the atmosphere, sound, and overall look of the game, [b]but the gameplay, for 2024, is unsatisfactory[/b].",1761590232,1761590232,False,3,2,0.5151219367980957,True,False,say unpopular opinion ui think remake bit overratedu noted ii play original talking remakei atmosphere horror general fear conveyed well graphic bad location detailed outstanding job done boss game interesting unique bbut terrible optimization gameb fps drop constant lag normal thing game gameplay strange walking running wooden possible shooting average melee attack limited different blow puzzle mostly interesting point many one location example brookhaven hospital often made game annoying like character strange people without much charm bi respect developer really great work didb atmosphere sound overall look game bbut gameplay unsatisfactoryb,say unpopular opinion ui think remake bit overratedu noted ii play original talking remakei atmosphere horror general fear conveyed well graphic bad location detailed outstanding job done boss game interesting unique bbut terrible optimization gameb fps drop constant lag normal thing game gameplay strange walking running wooden possible shooting average melee attack limited different blow puzzle mostly interesting point many one location example brookhaven hospital often made game annoying like character strange people without much charm bi respect developer really great work didb atmosphere sound overall look game bbut gameplay unsatisfactoryb
207308233,76561198179677999,444,196,1225,0,en,"Top tier story. James started off extremely boring but as the story progressed I definitely found myself liking him more and more. Maria was by far the best character in the game though, no wonder James wanted ''Maria'' more over Mary, makes a lot of sense, Mary is boring asf.   The chase parts with Pyramid head were VERY fun and scary.",1761137589,1761137589,True,3,0,0.5068256855010986,False,False,top tier story james started extremely boring story progressed definitely found liking maria far best character game though wonder james wanted maria mary make lot sense mary boring asf chase part pyramid head fun scary,top tier story james started extremely boring story progressed definitely found liking maria far best character game though wonder james wanted maria mary make lot sense mary boring asf chase part pyramid head fun scary
206081399,76561198081392499,0,7,1294,0,en,This is genuinely one of the best games I've ever played. Even outside of just horror I will put this game as one of the best games I have played. The story and atmosphere are incredible. As a huge RE fan I've heard the Silent Hill name a lot but never played any until I picked this up. Now I would put this above any RE game and one of my favorite games of all time.,1759798877,1759875077,True,1,0,0.5049099922180175,False,False,genuinely one best game ive ever played even outside horror put game one best game played story atmosphere incredible huge fan ive heard silent hill name lot never played picked would put game one favorite game time,genuinely one best game i have ever played even outside horror put game one best game played story atmosphere incredible huge fan i have heard silent hill name lot never played picked would put game one favorite game time
205975200,76561199836919638,11,4,1469,0,en,"Honestly this is seems like the best horror game out right now overall and with  that being said i did not play the original ,but i  do understand its importance and history . In my opinion This game is a Great homage while also being a Good spot for beginners to jump into the Series!",1759688256,1759688256,True,1,0,0.503311276435852,False,False,honestly seems like best horror game right overall said play original understand importance history opinion game great homage also good spot beginner jump series,honestly seems like best horror game right overall said play original understand importance history opinion game great homage also good spot beginner jump series
205972049,76561198027559640,0,9,1479,329,en,"My first 30 minutes to play this game is so good, I know there will be more along the way throughout the story can't wait to play more, I've been playing this on my Steam Deck OLED at 60fps with Eclipse Mod and yes thanks to community to developed this optimization mod for this device. Great game, worth it.",1759686092,1759686092,True,1,0,0.503311276435852,True,False,first minute play game good know along way throughout story cant wait play ive playing steam deck oled fps eclipse mod yes thanks community developed optimization mod device great game worth,first minute play game good know along way throughout story cannot wait play i have playing steam deck oled fps eclipse mod yes thanks community developed optimization mod device great game worth
205953083,76561199161230765,123,10,1041,0,en,"Gameplay: 8/10 Story: 10/10 Characters: 10/10 Music: 8/10 Graphics: 9/10  Additional note: The game is hitting too hard to even joke about. It just causes depression, I love it.  [b]Total: 9/10[/b]",1759673212,1759673349,True,1,0,0.503311276435852,False,False,gameplay story character music graphic additional note game hitting hard even joke cause depression love btotal b,gameplay story character music graphic additional note game hitting hard even joke cause depression love btotal b
205939643,76561199012724268,0,4,1983,0,en,"Great game and even greater story. The performence leave alot more to wish for. I rate this game 8/10, if the performence had been better this game would have been a 10/10 without no doubt for sure.",1759662546,1759662546,True,1,0,0.503311276435852,True,False,great game even greater story performence leave alot wish rate game performence better game would without doubt sure,great game even greater story performence leave alot wish rate game performence better game would without doubt sure
206817140,76561198079928824,0,1,5486,197,en,"The story was very well done I enjoyed playing it. As for combat the sooner you learn to dodge and use your  melee weapon the better and you don't have to fight everybody, when you can avoid combat do so.",1760569066,1760569066,True,1,0,0.503188133239746,False,False,story well done enjoyed playing combat sooner learn dodge use melee weapon better dont fight everybody avoid combat,story well done enjoyed playing combat sooner learn dodge use melee weapon better do not fight everybody avoid combat
205759953,76561199195911125,166,9,1357,0,en,"One of the CUNTIEST horror games i have ever played, dont be a pussy and play the game. I recommend 10000000/10000000",1759486983,1759486983,True,1,0,0.50202077627182,False,False,one cuntiest horror game ever played dont pussy play game recommend,one cuntiest horror game ever played do not pussy play game recommend
207251047,76561198883188381,0,17,1366,374,en,"Bought this game year ago just to play on Halloween, the reason maybe was it's remake of a classic gem. Silent Hill is a town in fog which has changed forever. And this town tests you every time when you getting deeper to it's roots to uncover whats behind that fog and whats beneath those walls. It doesn't matter which obstacles are on your way, puzzles or monsters, fog turns into hurricane or even the Otherworld. Everyone in this town came here to find somebody or something, and James Sunderland came here to find his wife and memories of their past. Asking yourself ""What really happened here?"" no need questions, this is Silent Hill.",1761066737,1761066737,True,3,0,0.5002180933952332,True,False,bought game year ago play halloween reason maybe remake classic gem silent hill town fog changed forever town test every time getting deeper root uncover whats behind fog whats beneath wall doesnt matter obstacle way puzzle monster fog turn hurricane even otherworld everyone town came find somebody something james sunderland came find wife memory past asking really happened need question silent hill,bought game year ago play halloween reason maybe remake classic gem silent hill town fog changed forever town test every time getting deeper root uncover whats behind fog whats beneath wall doesnt matter obstacle way puzzle monster fog turn hurricane even otherworld everyone town came find somebody something james sunderland came find wife memory past asking really happened need question silent hill
207951794,76561199003024297,0,1,1406,1406,en,"Very long game, took me about 20 hours to complete. There are plenty of puzzles and challenges, so if you decide to buy the game, make sure you like puzzles. Story and game is in overall very well made. Graphics are amazing,  so are battles and firing weapons and fighting bosses. I give it 10/10.",1761826308,1761826308,True,0,0,0.5,False,False,long game took hour complete plenty puzzle challenge decide buy game make sure like puzzle story game overall well made graphic amazing battle firing weapon fighting boss give,long game took hour complete plenty puzzle challenge decide buy game make sure like puzzle story game overall well made graphic amazing battle firing weapon fighting boss give
207928122,76561198006466633,414,7,918,890,en,"This is as close to perfect as one can get in a remake, yes there are certain stuff I do miss from the original, but in essence its all there (new puzzles though) I was afraid they would destroy my favourite game but they did it good, its almost perfect.",1761794154,1761794154,True,0,0,0.5,False,False,close perfect one get remake yes certain stuff miss original essence new puzzle though afraid would destroy favourite game good almost perfect,close perfect one get remake yes certain stuff miss original essence new puzzle though afraid would destroy favourite game good almost perfect
207927794,76561198143385494,41,3,2337,0,en,"ONE OF MY FAVORITE GAMES EVER PLAYED. I am an RPG gamer who was always scared of horror games this was my first. I am obsessed with the plot the storytelling is top tier and what kept me going even though i was terrified. I love scary movies but games are another immersion. As a gamer of 13+ years this is a must, go through the pain, see yourself in it, and finish the story.",1761793750,1761793750,True,0,0,0.5,True,False,one favorite game ever played rpg gamer always scared horror game first obsessed plot storytelling top tier kept going even though terrified love scary movie game another immersion gamer year must go pain see finish story,one favorite game ever played rpg gamer always scared horror game first obsessed plot storytelling top tier kept going even though terrified love scary movie game another immersion gamer year must go pain see finish story
207898968,76561198233143504,214,71,1342,876,en,"As a person who hasn't played the original, this game is a masterpiece. Everything about this game is on point.",1761765567,1761765567,True,0,0,0.5,False,False,person hasnt played original game masterpiece everything game point,person hasnt played original game masterpiece everything game point
207885981,76561198847683798,133,5,407,0,en,So I like the game but I can’t continue it at all cause of a huge bug where I grab a photo and it crashes everytime,1761755754,1761755754,True,0,0,0.5,True,False,like game cant continue cause huge bug grab photo crash everytime,like game cannot continue cause huge bug grab photo crash everytime
207829810,76561199884098790,0,1,1983,1983,en,"I never played a Silent Hill game before so this was my first. At first I kinda found it boring cause there was not much happening at the start and i thought i was gonna get some kind of resident evil experience. but that kinda changed completely when i got to the first real location. It's a different kind of horror and i really like it. I liked the atmosphere, the puzzles and the symbolism. For me 10/10",1761691952,1761691952,True,0,0,0.5,False,False,never played silent hill game first first kinda found boring cause much happening start thought gon na get kind resident evil experience kinda changed completely got first real location different kind horror really like liked atmosphere puzzle symbolism,never played silent hill game first first kinda found boring cause much happening start thought gon na get kind resident evil experience kinda changed completely got first real location different kind horror really like liked atmosphere puzzle symbolism
207774027,76561198027624390,193,34,1219,0,en,I never played it on console... This one is a blast... I love horrors and this one is so twisted! Puzzles are great! Combat is ok. Atmosphere is outstanding good. Love It.,1761640225,1761640225,True,0,0,0.5,False,False,never played console one blast love horror one twisted puzzle great combat ok atmosphere outstanding good love,never played console one blast love horror one twisted puzzle great combat ok atmosphere outstanding good love
207770107,76561199040272674,0,12,1657,550,en,LOVE this game.  The re-make is so much scarier than the original now that they can use next-gen graphics.,1761633429,1761633429,True,0,0,0.5,True,False,love game remake much scarier original use nextgen graphic,love game remake much scarier original use nextgen graphic
207764908,76561198024537114,0,20,737,72,en,Pays hommage to the original and changed it for the better.  Definitely feels like a mix of old and new experience which is elevating.  Makes you question life sometimes and wish we all had a Maria in the corner that would cheer us up,1761624395,1761624520,True,0,0,0.5,True,False,pay hommage original changed better definitely feel like mix old new experience elevating make question life sometimes wish maria corner would cheer u,pay hommage original changed better definitely feel like mix old new experience elevating make question life sometimes wish maria corner would cheer you
207764112,76561197979969908,0,72,1041,0,en,Good game I can see why people consider this a classic though there is a bit too much combat which started to wear on me by the end,1761623170,1761623170,True,0,0,0.5,True,False,good game see people consider classic though bit much combat started wear end,good game see people consider classic though bit much combat started wear end
207684279,76561199208433149,0,1,971,0,en,Wow. It has been a few weeks since I finished it and I am still not over it. The story and atmosphere is the best I have ever experienced. I don't usually get scared in horror games but this one takes the cake.,1761525304,1761525304,True,0,0,0.5,True,False,wow week since finished still story atmosphere best ever experienced dont usually get scared horror game one take cake,wow week since finished still story atmosphere best ever experienced do not usually get scared horror game one take cake
207676400,76561198187001741,0,9,1623,949,en,"The game is fun and I enjoyed it as much, if not more, than the original, but it has performance issues. The gamer is completely playable and enjoyable. The performance is mostly some stuttering and weird blurry textures on occasion seemingly associated with UE5 Lumen. The game itself, outside of performance problems, is enjoyable. I appreciated the near 1:1 of the original and where it deviates I was not bothered by and rather enjoyed it. Some sections felt a bit longer than they needed to, but not so much that it spoiled the experience for me.",1761516285,1761516285,True,0,0,0.5,True,False,game fun enjoyed much original performance issue gamer completely playable enjoyable performance mostly stuttering weird blurry texture occasion seemingly associated ue lumen game outside performance problem enjoyable appreciated near original deviate bothered rather enjoyed section felt bit longer needed much spoiled experience,game fun enjoyed much original performance issue gamer completely playable enjoyable performance mostly stuttering weird blurry texture occasion seemingly associated ue lumen game outside performance problem enjoyable appreciated near original deviate bothered rather enjoyed section felt bit longer needed much spoiled experience
207652232,76561198808645868,61,13,1101,1101,en,"For me it was masterpiece and very spontaneous purchase, i didn't expect anything like this but it was gorgeous experience. I put 10/10 and S tier for this game or must to play. Maybe it's not objective but at least in this genre the best one. Rich story, well written characters, psyhological horror with incredible vibe.  That city has drawn me in and i hope some day i'll return to find Mary again:  ""In my restless dreams, I see that town. Silent Hill. You promised me you'd take me there again someday. But you never did.'' ",1761496807,1761496807,True,0,0,0.5,True,False,masterpiece spontaneous purchase didnt expect anything like gorgeous experience put tier game must play maybe objective least genre best one rich story well written character psyhological horror incredible vibe city drawn hope day ill return find mary restless dream see town silent hill promised youd take someday never,masterpiece spontaneous purchase didnt expect anything like gorgeous experience put tier game must play maybe objective least genre best one rich story well written character psyhological horror incredible vibe city drawn hope day ill return find mary restless dream see town silent hill promised youd take someday never
207649882,76561198892903251,116,35,1194,443,en,"The perfect example of how to make a horror game Really acomplish to make you scared, disgusted, feared and with curiosity thanks to the atmosphere and the incredible soundtrack made by Akira Yamaoka. Expect puzzles, a lot, but it's just cuestion of thinking and exploring. The gameplay doesn't have the issue with a lot of Survival horror games that if you have a lot of weapons it becomes less of a horror game and more of an Action game, here you just have your pipe, pistol, shotgun and rifle, and that's it. (and of course be a little careful with your ammo management) The Remake itself is very faithfull with the original, pretty good graphics, a better voice acting, and easter eggs just keep in mind that the optimization is still not really good because it uses Lumen by default (i had to optimize the game to gain 60 fps in the Steam Deck), so common UE5 L anyways, this game is a must have if you like horror games",1761494983,1761494983,True,0,0,0.5,True,False,perfect example make horror game really acomplish make scared disgusted feared curiosity thanks atmosphere incredible soundtrack made akira yamaoka expect puzzle lot cuestion thinking exploring gameplay doesnt issue lot survival horror game lot weapon becomes less horror game action game pipe pistol shotgun rifle thats course little careful ammo management remake faithfull original pretty good graphic better voice acting easter egg keep mind optimization still really good us lumen default optimize game gain fps steam deck common ue l anyways game must like horror game,perfect example make horror game really acomplish make scared disgusted feared curiosity thanks atmosphere incredible soundtrack made akira yamaoka expect puzzle lot cuestion thinking exploring gameplay doesnt issue lot survival horror game lot weapon becomes less horror game action game pipe pistol shotgun rifle thats course little careful ammo management remake faithfull original pretty good graphic better voice acting easter egg keep mind optimization still really good us lumen default optimize game gain fps steam deck common ue l anyways game must like horror game
207625583,76561197970683566,456,83,440,440,en,"I've only played for about 3 hours so far, but the game is absolutely amazing. It's a brilliantly crafted psychological horror experience. Don't expect jump scares yet, the game presents plenty of clever and unsettling challenges, like crawling through spaces you'd never dare to in real life, sticking your hand into ominous holes with terrifying sounds echoing from within, or cautiously cracking open a door just enough to push it and glimpse what's lurking on the other side. Sounds design is also excellent and will suggest a lot of things (was already the case in the original one).  This remake surpasses the original, not just in graphics, but in level design too. The environments have been reworked to offer more areas to explore, and unlike the original for example, you won’t find medication conveniently lying around in the streets, you'll have to search for them.  Do I recommend it? Absolutely!",1761474822,1761474822,True,0,0,0.5,False,False,ive played hour far game absolutely amazing brilliantly crafted psychological horror experience dont expect jump scare yet game present plenty clever unsettling challenge like crawling space youd never dare real life sticking hand ominous hole terrifying sound echoing within cautiously cracking open door enough push glimpse whats lurking side sound design also excellent suggest lot thing already case original one remake surpasses original graphic level design environment reworked offer area explore unlike original example wont find medication conveniently lying around street youll search recommend absolutely,i have played hour far game absolutely amazing brilliantly crafted psychological horror experience do not expect jump scare yet game present plenty clever unsettling challenge like crawling space youd never dare real life sticking hand ominous hole terrifying sound echoing within cautiously cracking open door enough push glimpse whats lurking side sound design also excellent suggest lot thing already case original one remake surpasses original graphic level design environment reworked offer area explore unlike original example will not find medication conveniently lying around street youll search recommend absolutely
207619629,76561198031029619,149,12,1253,1253,en,"Fantastic game with excellent atmosphere, brilliant voice acting, and some pretty damn disturbing imagery! Not for the faint of heart but an incredible story to experience.",1761468514,1761468514,True,0,0,0.5,True,False,fantastic game excellent atmosphere brilliant voice acting pretty damn disturbing imagery faint heart incredible story experience,fantastic game excellent atmosphere brilliant voice acting pretty damn disturbing imagery faint heart incredible story experience
207613374,76561198357070315,0,12,959,436,en,To many repetitive puzzles to get keys for more puzzles. BUT ITS STILL A GREAT GAME. everything else is great. the monsters kinda get annoying though,1761460990,1761460990,True,0,0,0.5,True,False,many repetitive puzzle get key puzzle still great game everything else great monster kinda get annoying though,many repetitive puzzle get key puzzle still great game everything else great monster kinda get annoying though
207612426,76561198435385836,136,57,1364,0,en,"10/10 Perfect masterpiece , dethroned LiS BtS and is now my favourite game of all time. Never thought a game will ever be this good. The narrative of this game is just so phenomenal. The atmosphere is perfectly set and the horror factors are perfect, never gets low, and never makes you feel fearless. Even when you get a powerful gun, they will introduce new monsters that complement the environment really well and will scare you  (I won't say much to not spoil).  And the story is just... oh my god. Beautiful. There is no words on how perfect the story and narrative is.  Art does have a ceiling and we have reached it.",1761459733,1761459733,True,0,0,0.5,True,False,perfect masterpiece dethroned li bts favourite game time never thought game ever good narrative game phenomenal atmosphere perfectly set horror factor perfect never get low never make feel fearless even get powerful gun introduce new monster complement environment really well scare wont say much spoil story oh god beautiful word perfect story narrative art ceiling reached,perfect masterpiece dethroned li bts favourite game time never thought game ever good narrative game phenomenal atmosphere perfectly set horror factor perfect never get low never make feel fearless even get powerful gun introduce new monster complement environment really well scare will not say much spoil story oh god beautiful word perfect story narrative art ceiling reached
207612223,76561199697323031,0,7,878,0,en,love the part where every fan of the game gooned over the nurses and pyramid head while i was genuinely tweaking in Toluca prison.,1761459440,1761459440,True,0,0,0.5,True,False,love part every fan game gooned nurse pyramid head genuinely tweaking toluca prison,love part every fan game gooned nurse pyramid head genuinely tweaking toluca prison
207609208,76561199053367331,29,4,1456,489,en,"Man this game will make you feel disgusted, curious, scared tf out and a bunch more but most especially, clueless. Nothing will make sense until the game ends and that's the beauty of this game's twisted and non-linear plot.  The scene building and sound design (Akira Yamaoka COOKED with the sound design) kinda make this the best survival horror I've ever played.  The combat is kinda mid when compared to Resident Evil, and similar games ngl, but IMO, silent hill 2's gameplay, puzzles, and horror element is FAR SUPERIOR to any game from the RE franchise  11/10 would def recommend",1761455556,1761455556,True,0,0,0.5,True,False,man game make feel disgusted curious scared tf bunch especially clueless nothing make sense game end thats beauty game twisted nonlinear plot scene building sound design akira yamaoka cooked sound design kinda make best survival horror ive ever played combat kinda mid compared resident evil similar game ngl imo silent hill gameplay puzzle horror element far superior game franchise would def recommend,man game make feel disgusted curious scared tf bunch especially clueless nothing make sense game end thats beauty game twisted nonlinear plot scene building sound design akira yamaoka cooked sound design kinda make best survival horror i have ever played combat kinda mid compared resident evil similar game ngl imo silent hill gameplay puzzle horror element far superior game franchise would def recommend
207592332,76561198193789779,0,50,1726,1726,en,"I've never played a Silent Hill game before, so I can't compare this remake to the original. However, I now understand why this franchise is so beloved.  Silent Hill 2 is more than just a scary game. It is a surreal, tragic story about guilt, trauma, forgiveness and confronting one's past.   The atmosphere is claustrophobic and depressing, thanks to the phenomenal level and sound design. The environmental noises, the monsters' sounds and the soundtrack gave me chills every time.  Unfortunately, the game isn't flawless. It has some big stuttering issues, and the combat can get stale towards the end, as you keep fighting the same 3 enemy types.  Ultimately, Silent Hill 2 is an amazing psychological horror experience that will stick with you for a long time. Maybe wait until it gets cheaper though.",1761435077,1761481211,True,0,0,0.5,False,False,ive never played silent hill game cant compare remake original however understand franchise beloved silent hill scary game surreal tragic story guilt trauma forgiveness confronting one past atmosphere claustrophobic depressing thanks phenomenal level sound design environmental noise monster sound soundtrack gave chill every time unfortunately game isnt flawless big stuttering issue combat get stale towards end keep fighting enemy type ultimately silent hill amazing psychological horror experience stick long time maybe wait get cheaper though,i have never played silent hill game cannot compare remake original however understand franchise beloved silent hill scary game surreal tragic story guilt trauma forgiveness confronting one past atmosphere claustrophobic depressing thanks phenomenal level sound design environmental noise monster sound soundtrack gave chill every time unfortunately game isnt flawless big stuttering issue combat get stale towards end keep fighting enemy type ultimately silent hill amazing psychological horror experience stick long time maybe wait get cheaper though
207573723,76561198031612510,0,42,1561,1561,en,"This is an absolute must play for any fans of survival horror, looks great, the audio has kept me feeling anxious as if there could be a surprise around every corner, enemies are fair in both ability and frequency, puzzles are moderately challenging",1761418418,1761685619,True,0,0,0.5,False,False,absolute must play fan survival horror look great audio kept feeling anxious could surprise around every corner enemy fair ability frequency puzzle moderately challenging,absolute must play fan survival horror look great audio kept feeling anxious could surprise around every corner enemy fair ability frequency puzzle moderately challenging
207568548,76561199815701149,0,3,1694,207,en,"This is my FAVORITE one time game. Even though you can only play it once, this game still serves as the best fictional story ever written IF it were a game. I still have today to find a single thing wrong with it. To give a spoiler free summary of this game, it's absolutely worth the price if you're hoping to get a spook out of a combat story mode game. Why, just yesterday, I got my white boxers dyed brown because of a mannequin popping out from behind a corner. This one got clobbered. To save you the trouble of deciding, if you have $70 to spare, or if you have a friend that gives it to you as a gift, DON'T let this absolute piece of horror GOLD go to waste. It remains one of the most important games up to date. Thank you for reading.",1761414393,1761414393,True,0,0,0.5,True,False,favorite one time game even though play game still serf best fictional story ever written game still today find single thing wrong give spoiler free summary game absolutely worth price youre hoping get spook combat story mode game yesterday got white boxer dyed brown mannequin popping behind corner one got clobbered save trouble deciding spare friend give gift dont let absolute piece horror gold go waste remains one important game date thank reading,favorite one time game even though play game still serf best fictional story ever written game still today find single thing wrong give spoiler free summary game absolutely worth price youre hoping get spook combat story mode game yesterday got white boxer dyed brown mannequin popping behind corner one got clobbered save trouble deciding spare friend give gift do not let absolute piece horror gold go waste remains one important game date thank reading
207522257,76561198400213835,112,12,1221,1004,en,"Bro, if you’re into psychological and thriller games, you have to try Silent Hill. The series is an absolute masterpiece of the genre, it’s not just scary, it messes with your mind in the best way possible. The atmosphere is incredibly haunting, the story keeps you on edge, and the eerie environments make you feel a constant sense of unease. It’s one of those games that stays with you long after you stop playing.",1761373403,1761373403,True,0,0,0.5,True,False,bro youre psychological thriller game try silent hill series absolute masterpiece genre scary mess mind best way possible atmosphere incredibly haunting story keep edge eerie environment make feel constant sense unease one game stay long stop playing,bro youre psychological thriller game try silent hill series absolute masterpiece genre scary mess mind best way possible atmosphere incredibly haunting story keep edge eerie environment make feel constant sense unease one game stay long stop playing
207508332,76561199097939165,0,2,858,460,en,"A faithful and thoughtful remake of the psychological horror classic. Great atmosphere and music, with tense exploration and an iconic story.",1761355724,1761355724,True,0,0,0.5,True,False,faithful thoughtful remake psychological horror classic great atmosphere music tense exploration iconic story,faithful thoughtful remake psychological horror classic great atmosphere music tense exploration iconic story
207484197,76561199058167222,83,3,1192,276,en,Amazing game. Definatelly worth your time and money. Not for people with a weak heart.,1761331344,1761331344,True,0,0,0.5,False,False,amazing game definatelly worth time money people weak heart,amazing game definatelly worth time money people weak heart
